ID,Baþlýk (Title),Kaynak (Source),Model,Prompt (Ýngilizce),Prompt (Çince),Etiketler (Tags),Orijinal Kaynak Adý,Orijinal Kaynak URL,Resim URL 1,Resim URL 2,Resim URL 3
songguoxs_620,???????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""project"": ""Ultra-Realistic Portrait"",
  ""reference_settings"": {
    ""use_reference_image"": true,
    ""fidelity_strength"": ""100%"",
    ""instruction"": ""Face and outfit must match reference photo 100% with absolutely no alterations.""
  },
  ""subject"": {
    ""demographics"": ""Woman"",
    ""focus_features"": [""Eyes"", ""Nose"", ""Lips""],
    ""expression"": ""Smiling, cute, fresh, dreamy, slightly sensual"",
    ""pose"": ""Sitting at a white table, resting chin on both hands, turning slightly"",
    ""hair"": {
      ""style"": ""Straight, large top bun"",
      ""accessory"": ""Bow matching the outfit"",
      ""texture"": ""Soft layered, loose strands falling naturally across face"",
      ""movement"": ""Slightly blown by wind""
    },
    ""makeup"": {
      ""cheeks"": ""Natural blush on cheeks and nose"",
      ""lips"": ""Full lips, soft pink-peach tone""
    }
  },
  ""fashion_and_accessories"": {
    ""outfit"": ""Exact match to reference image"",
    ""shoes"": ""High-heel shoes (matching reference)"",
    ""bag"": ""Same bag as reference photo"",
    ""jewelry"": {
      ""necklace"": ""Thin gold with alternating charms (heart, crescent moon, Gucci pendant)"",
      ""bracelet"": ""Delicate Gucci bracelet with charms"",
      ""rings"": ""Gold rings"",
      ""watch"": ""Steel-band Patek Philippe"",
      ""earrings"": ""Small gold Gucci earrings""
    }
  },
  ""environment"": {
    ""location"": ""Luxury hotel terrace / Seaside"",
    ""time_of_day_options"": [
      ""Option A: Deep blue evening sky, stars, shooting star, moonlight"",
      ""Option B: Early sunrise, orange-yellow sky tones""
    ],
    ""background_elements"": [
      ""Warm reflections from luxury hotel"",
      ""Calm seascape""
    ]
  },
  ""props"": {
    ""table_setting"": ""White table"",
    ""items"": [
      ""Glass with a single white rose"",
      ""Wine glass"",
      ""Wine bottle"",
      ""Plate set with knife and fork"",
      ""Large T-bone steak in center"",
      ""Candle glass (adding warm highlight)""
    ]
  },
  ""photography_style"": {
    ""aesthetic"": ""2000s digital-camera flash style"",
    ""lighting"": ""Realistic flash brightness, warm tone, slight shine on skin"",
    ""mood"": ""Relaxing, warm, nostalgic, stylish, elegant, slightly sexy"",
    ""shot_type"": ""Close-up portrait""
  },
  ""technical_parameters"": {
    ""aspect_ratio"": ""3:4"",
    ""detail_level"": ""8k"",
    ""style_tags"": [""photo"", ""realistic"", ""flash photography""]
  }
}","{
“??”:“?????”,
""reference_settings"": {
""use_reference_image"": true,
""fidelity_strength"": ""100%"",
“??”:“????????????100%??,??????????”
},
“??”: {
“??????”:“??”,
""focus_features"": [""??"", ""??"", ""??""],
“??”:“????????????????”
“??”:“???????,????,????”,
“??”: {
“??”:“??,???”,
“??”:“?????????”,
“??”:“??????????????????”,
“??”:“????”
},
“???”: {
“??”: “???????????”
“??”:?????,???????
}
},
""fashions_and_accessories"": {
“??”: “?????????”,
“??”:“???(????)”
“?”: “?????????”
“??”: {
“??”:“????,???????(???????Gucci??)”
“??”:“??? Gucci ??,????”,
“??”: “???”,
“??”: “??????”
“??”: “??????”
}
},
“??”: {
??:??????/??
""time_of_day_options"": [
“??A:????????,??,??,??,”
??B:????,????????
],
“????”:[
“???????????”
“?????”
]
},
""props"": {
""table_setting"": ""????"",
“??”: [
“???????????”
“??”,
“????”,
“????,???”
“????????T???”,
“????(???????)”
]
},
""photography_style"": {
“??”:“2000???????????”,
“??”:“???????,???,??????”,
“??”:“???????????????????”
""shot_type"": ""????""
},
""technical_parameters"": {
""aspect_ratio"": ""3:4"",
""detail_level"": ""8k"",
""style_tags"": [""photo"", ""realistic"", ""flash photography""]
}
}",fashion; food; landscape; nature; photography; portrait,@YaseenK7212,https://x.com/YaseenK7212/status/1994634660459024649,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/620.jpeg,,
songguoxs_619,90????????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"Photorealistic Hong Kong retro portrait with authentic 1990s film look.
Use image [0] as face reference. Half-body. Subject leaning against newspaper-covered wall, gaze soft and melancholic. Cropped bralette top embroidered with pearls and sequins Loose high-waisted trousers with elastic waistband, typical 1990s street style. Hair messy, strands falling across face. Makeup glossy lips, dewy skin. Narrow Hong Kong room, walls plastered with old yellowed Cantonese newspapers.","??90?????????????????
??[0]??????????????????????,????????????????????????,??????????,???90???????????,??????????????,????,????????????,???????????????

??:Shreya Yadav",interior; paper-craft; photography; portrait; retro,@ShreyaYadav___,https://x.com/ShreyaYadav___/status/1994430035554603247,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/619.jpeg,,
songguoxs_618,??????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""scene_description"": ""A cohesive 4-panel fashion lifestyle collage featuring the same young woman in a cozy layered autumn outfit, showcasing relaxed poses in nature."",
  ""subject"": {
    ""type"": ""Young Woman (Consistent character)"",
    ""age"": ""early 20s"",
    ""features"": {
      ""hair"": ""loose natural hair with beanie"",
      ""makeup"": ""rosy cheeks""
    },
    ""attire"": ""chunky knit sweater, plaid scarf, long wool coat, jeans, boots"",
    ""accessories"": ""takeaway coffee cup""
  },
  ""collage_layout"": {
    ""structure"": ""2x2 Grid Layout (4 frames of equal size)"",
    ""panel_1_top_left"": ""Full Body Dynamic: Throwing autumn leaves in the air or twirling, coat flowing, smiling broadly."",
    ""panel_2_top_right"": ""Sitting Side View: Sitting on a park bench with legs crossed, reading a book or looking at the scenery, holding coffee."",
    ""panel_3_bottom_left"": ""Mid-Shot Walking: Walking towards the camera holding the lapels of the coat, looking down shyly or smiling."",
    ""panel_4_bottom_right"": ""Portrait with Prop: Peeking out from behind the oversized scarf, holding the coffee cup near face for warmth, eyes smiling.""
  },
  ""environment"": {
    ""setting"": ""Autumn Park / Forest Path"",
    ""background_elements"": [
      ""Orange and yellow leaves"",
      ""Trees"",
      ""Park bench""
    ]
  },
  ""lighting"": {
    ""style"": ""Golden Hour Soft"",
    ""key_light"": {
      ""type"": ""Low Autumn Sun"",
      ""color"": ""Warm Golden"",
      ""effect"": ""Backlight or soft front light, magical atmosphere""
    }
  },
  ""style"": {
    ""medium"": ""Portrait Photography"",
    ""aesthetic"": ""Cottagecore, Autumn Vibes, Cozy, Pinterest"",
    ""quality"": ""8k resolution, warm tones""
  },
  ""attire_customization"": {
    ""current_clothing"": ""Wool coat and knitwear"",
    ""customizable_clothing"": ""User can swap for puffer jacket or raincoat""
  },
  ""brand_product_customization"": {
    ""current_brand_product"": ""Winter Apparel"",
    ""customizable_brand"": ""User: Insert Brand Name"",
    ""customizable_product"": ""User: Specific coat or boots"",
    ""product_placement_area"": ""Coat texture or boots""
  }
}","{
“????”: “???????????????????,?????????????????????,??????????????”
“??”: {
“??”:“????(??????)”
“??”:“20???”,
“??”: {
“??”:“???????,?????”,
“??”:“?????”
},
??:????????????????????????
??:?????
},
""collage_layout"": {
""??"": ""2x2 ????(4 ????????)"",
""panel_1_top_left"": ""????:???????,????,?????""
""panel_2_top_right"": ""?????:???????,????,????,??????????""
""panel_3_bottom_left"": ""????:????,??????,?????????""
""panel_4_bottom_right"": ""??????:????????????,?????????????,????????""
},
“??”: {
“??”: “????/????”
“????”:[
“????????”,
“??”,
“????”
]
},
“??”: {
“??”:“??????”
""key_light"": {
“??”:“???????”,
??:???,
??:????????,?????????
}
},
“??”: {
“??”: “????”
“??”:“????????????Pinterest”
“??”:“8K???,???”
},
""attire_customization"": {
""current_clothing"": ""????????"",
""customizable_clothing"": ""????????????""
},
""??????"": {
""current_brand_product"": ""????"",
""customizable_brand"": ""??:??????"",
""customizable_product"": ""??:???????"",
""product_placement_area"": ""???????""
}
}",branding; character; fashion; felt; landscape; nature; photography; portrait; product; vehicle,@_MehdiSharifi_,https://x.com/_MehdiSharifi_/status/1994168239442510308,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/618.jpeg,,
songguoxs_617,????????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""scene_description"": ""A cohesive 4-panel fashion lifestyle collage featuring the same young woman in a glamorous evening outfit, showcasing cinematic poses under city lights."",
  ""subject"": {
    ""type"": ""Young Woman (Consistent character)"",
    ""age"": ""early 20s"",
    ""features"": {
      ""hair"": ""glamorous waves"",
      ""makeup"": ""evening look with red lip""
    },
    ""attire"": ""black satin slip dress, leather jacket draped over shoulders, strappy heels"",
    ""accessories"": ""sparkly clutch, earrings""
  },
  ""collage_layout"": {
    ""structure"": ""2x2 Grid Layout (4 frames of equal size)"",
    ""panel_1_top_left"": ""Full Body Flash Shot: Standing against a metallic door or shutter, posing with one leg forward, looking fierce (flash photography style)."",
    ""panel_2_top_right"": ""Over-the-Shoulder: Looking back at the camera while walking away towards neon city lights, showcasing the back of the dress/jacket."",
    ""panel_3_bottom_left"": ""Seated Profile: Sitting on a high bar stool or velvet booth, holding a mocktail, laughing candidly towards someone off-camera."",
    ""panel_4_bottom_right"": ""Artistic Portrait: Standing near a neon sign, face illuminated by pink/blue light, looking dreamily upwards.""
  },
  ""environment"": {
    ""setting"": ""City at Night / Rooftop Bar"",
    ""background_elements"": [
      ""Neon signs"",
      ""City bokeh"",
      ""Dark shadows""
    ]
  },
  ""lighting"": {
    ""style"": ""Flash & Neon Mixed"",
    ""key_light"": {
      ""type"": ""Camera Flash / Neon Sign"",
      ""color"": ""Cool White / Vibrant Colors"",
      ""effect"": ""High contrast, edgy vibe""
    }
  },
  ""style"": {
    ""medium"": ""Flash Photography / Film Aesthetic"",
    ""aesthetic"": ""Night Luxe, Party Vibe, Cinematic, Edgy"",
    ""quality"": ""8k resolution, slight grain""
  },
  ""attire_customization"": {
    ""current_clothing"": ""Slip dress and leather jacket"",
    ""customizable_clothing"": ""User can swap for sequin dress or jumpsuit""
  },
  ""brand_product_customization"": {
    ""current_brand_product"": ""Evening Wear"",
    ""customizable_brand"": ""User: Insert Brand Name"",
    ""customizable_product"": ""User: Specific dress or makeup"",
    ""product_placement_area"": ""Dress silhouette""
  },
  ""technical_tags"": ""--v 6 --ar 4:5 --stylize 400 --no daylight, office setting""
}","{
“????”: “?????????????????????,?????????????????,?????????????????”
“??”: {
“??”:“????(??????)”
“??”:“20???”,
“??”: {
“??”:“???????”,
“??”:“????,????”
},
“??”:“???????,???????,?????”,
“??”:????????
},
""collage_layout"": {
""??"": ""2x2 ????(4 ????????)"",
""panel_1_top_left"": ""?????:???????????,???????,???????(??????)?""
""panel_2_top_right"": ""????:?????????,?????????????,?????/??????""
""panel_3_bottom_left"": ""????:??????????????,??????????,????????????""
""panel_4_bottom_right"": ""????:????????,?????/??????,???????????""
},
“??”: {
“??”:“??????/????”,
“????”:[
?????
“????”
“????”
]
},
“??”: {
“??”:“???????”,
""key_light"": {
""type"": ""?????/?????"",
“??”:“??/????”,
“??”:“????,????”
}
},
“??”: {
“??”:“????/????”,
“??”:“????????????????”
“??”:“8K???,?????”
},
""attire_customization"": {
""current_clothing"": ""???????"",
""customizable_clothing"": ""???????????????""
},
""??????"": {
""current_brand_product"": ""???"",
""customizable_brand"": ""??:??????"",
""customizable_product"": ""??:???????"",
""product_placement_area"": ""?????""
},
""technical_tags"": "" --v 6 --ar 4:5 --stylize 400 --no daylight, office setting""
}",branding; character; fashion; landscape; logo; neon; photography; portrait; product,@_MehdiSharifi_,https://x.com/_MehdiSharifi_/status/1994166992719299026,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/617.jpeg,,
songguoxs_616,??????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""image_generation"": {
    ""identity"": {
      ""preserve_original"": true,
      ""reference_match"": true,
      ""description"": ""Facial features must remain exactly identical to the provided reference photo.""
    },

    ""photo_style"": {
      ""type"": ""hyperrealistic lifestyle photo"",
      ""camera_vibe"": ""Olympus MJU II aesthetic"",
      ""lighting"": ""warm dim indoor lighting OR 35mm film-style flash"",
      ""tone"": ""warm vintage VSCO vibe"",
      ""texture"": ""soft grain, subtle film rendering"",
      ""framing"": ""wide shot showing interior room details""
    },

    ""subject"": {
      ""pose"": {
        ""body"": ""sitting on a woven sofa with back turned to the viewer"",
        ""legs"": ""folded comfortably"",
        ""hands"": ""one hand resting on the sofa"",
        ""head"": ""looking over shoulder at the camera"",
        ""expression"": ""playful, soft, naturally charming""
      },

      ""appearance"": {
        ""hair"": {
          ""length"": ""long"",
          ""style"": ""loose with a side part"",
          ""accessory"": ""simple small hair clip""
        },
        ""makeup"": {
          ""style"": ""light Korean glass-skin makeup"",
          ""details"": {
            ""skin"": ""glowy, dewy finish"",
            ""lips"": ""soft pink"",
            ""eyes"": ""minimal eyeshadow, natural lashes""
          }
        }
      },

      ""clothing"": {
        ""top"": {
          ""type"": ""cream oversized vintage T-shirt"",
          ""print"": ""bold graphic text 'FRISTO' on the back""
        },
        ""bottom"": {
          ""type"": ""light high-waisted denim shorts""
        },
        ""shoes"": {
          ""type"": ""white sneakers""
        }
      }
    },

    ""environment"": {
      ""setting"": ""cozy messy room"",
      ""elements"": [
        ""woven sofa"",
        ""white pillows"",
        ""scattered clothes in the foreground"",
        ""soft indoor clutter for authentic lifestyle atmosphere""
      ],
      ""lighting_effects"": [
        ""warm dim glow"",
        ""or direct compact film camera flash"",
        ""soft warm shadows enhancing vintage mood""
      ]
    },

    ""aesthetic"": {
      ""style"": ""vintage lifestyle editorial"",
      ""vibe"": ""warm, nostalgic, candid"",
      ""features"": [
        ""rich room detail"",
        ""natural textures of fabric and skin"",
        ""soft grain and warm tones""
      ]
    }
  }
}","{
""image_generation"": {
“??”: {
""preserve_original"": true,
""reference_match"": true,
“??”:“???????????????????”
},

""photo_style"": {
“??”:“?????????”,
""camera_vibe"": ""Olympus MJU II ??""
“??”:“?????????? 35 ????????”,
""??"": ""?????VSCO??"",
“??”:“??????,???????”,
“??”:“???????????”
},

“??”: {
""??"": {
“??”:“????????????”,
“?”:“???????”,
“??”:“????????”,
“??”:“??????”,
“??”:“??????????”
},

“??”: {
“??”: {
""length"": ""?"",
“??”:“????”,
“??”:“??????”
},
“???”: {
“??”:“?????????”,
“??”: {
“??”:“???????”,
“??”:“??????”,
“??”:“???,????”
}
}
},

“??”: {
“??”: {
“??”:“???????T?”,
“??”:“???????‘FRISTO’”
},
“??”: {
??:????????
},
“?”: {
??:?????
}
}
},

“??”: {
“??”: “???????”
“??”:[
“????”,
“????”,
“????????”,
“???????????????”
],
""lighting_effects"": [
“???????”,
“??????????????”,
“??????????????”
]
},

“???”: {
“??”:“??????????”,
“??”:“????????”,
“??”: [
“???????”,
“??????????”,
“???????????”
]
}
}
}",interior; landscape; minimalist; nature; photography; retro,@chatgptpaglu,https://x.com/chatgptpaglu/status/1994689429487734995,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/616.jpeg,,
songguoxs_615,??????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""prompt"": ""hyperrealistic ultra-detailed 8k photo of YOU (Upload Your Photo) standing in a bright cozy living room, same location as the reference: cream-colored sofa, large white curtains with soft daylight shining through, warm neutral walls, several green houseplants, minimal decor, natural sunlight and soft shadows. Use the uploaded photo as the main subject of the image, preserving the face, hairstyle, body type, clothing, and overall style exactly as in the uploaded photo. The subject is standing in front of the sofa, body slightly angled to the side, legs close together, one hip slightly popped, holding a smartphone in one hand at chest height, screen facing them, as if taking a mirror selfie, with a relaxed confident expression and slight smile, eyes toward the phone. Behind them, their partner is standing very close, a tall, attractive humanoid robot with a highly muscular, athletic build, entirely robotic with no human skin, detailed mechanical anatomy inspired by a futuristic cyborg: layered silver and gunmetal plates, visible bundles of flexible cables as muscles, complex joints, smooth armor around shoulders, chest, arms, and legs, elegant angular robotic face with a strong jawline, glowing blue eyes, subtle wear and micro-scratches on metal for realism. The robot’s torso is broad and V-shaped, narrow waist, perfect proportions, clearly fit and powerful but aesthetically beautiful. The robot stands just behind the subject with one sleek metallic arm wrapped gently and protectively around the front of their neck and shoulders, hand resting softly near the collarbone in an affectionate pose, the other arm relaxed at its side. Their bodies are close, giving a sense of intimacy and comfort. Extremely realistic skin texture on the subject, natural hair strands, detailed fabric texture and wrinkles on their clothing, realistic reflections and specular highlights on the robot’s metal surfaces, accurate global illumination and depth of field, sharp focus on both characters, slight background blur. Photoreal, cinematic lighting, no fantasy effects, looks like a real candid photo taken on a phone in this apartment."",
  ""negative_prompt"": ""cartoon, anime, illustration, painting, 3d render, CGI, low resolution, blurry, grainy, oversaturated, unrealistic proportions, extra limbs, deformed hands, distorted face, visible mirror edges, text, watermark, logo, armor covering the subject, human skin on the robot, grotesque, horror, gore""
}","{
“??”:?????????????8K??,??????(??????)??????????,?????????:????,????????????,??????,??????,?????,????????????????????????,????????????????????????????????,??????,????,????????,????????,??????,?????,??????,????,???????????????????????????????,??????,????,???????,??????,??????????????????:????????????,???????????????????,????,??????????????????,????????????,??????,?????????,???????????????????????????V??,????,????,??????????????????????,??????????????????????,????????????,????,??????????????????,????????????????????????,??????,????????????????,?????????????????,???????????,?????????,??????????????,????????,????????,???????????????????????
""negative_prompt"": ""????????????3D???CGI?????????????????????????????????????????????????????????????????????????????????""
}",3d; cartoon; character; fantasy; fashion; futuristic; illustration; interior; logo; minimalist; nature; photography; portrait; vehicle,@Samann_ai,https://x.com/Samann_ai/status/1994444395525832898,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/615.jpeg,,
songguoxs_614,?????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"Create a detailed technical illustration of a Cybernetic Samurai, exploded into components: katana with energy core, cybernetic limbs, neural processor, armor plating, and internal power systems. Each part is labeled with clean futuristic font. Use a graphite and crimson color scheme on a dark blueprint background. Add subtle particle glow and depth shadows. Studio render style.",???????????????,?????????:???????????????????????????????????????????????????????????????????,??????????????????????????,????????????,futuristic; illustration; sci-fi; typography,@LudovicCreator,https://x.com/LudovicCreator/status/1994390935019360466,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/614.jpeg,,
songguoxs_613,????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""scene"": {
    ""subject"": {
      ""demographics"": ""Young woman"",
      ""pose"": ""Sitting on the floor, facing forward"",
      ""expression"": ""Slightly serious or pensive, direct eye contact"",
      ""appearance_constraints"": ""Maintain original facial features"",
      ""hair"": {
        ""color"": ""Dark"",
        ""style"": ""Long, straight, middle part"",
        ""accessory"": ""White bandana with red accents""
      },
      ""makeup"": {
        ""eyes"": ""Defined with eyeliner"",
        ""lips"": ""Soft pink""
      },
      ""apparel"": {
        ""top"": ""Off-white or cream tank top with small dark cherry embroidery"",
        ""bottom"": ""Distressed denim shorts"",
        ""hosiery"": ""Knee-high white socks"",
        ""footwear"": ""Black open-toed sandals or clogs""
      }
    },
    ""action"": {
      ""right_hand"": ""Holding up a Coca-Cola can""
    },
    ""environment"": {
      ""main_fixture"": ""Open, retro-style refrigerator"",
      ""fridge_contents"": [
        ""Coca-Cola cans"",
        ""Ramune bottles"",
        ""Colorful beverages"",
        ""Macaron themed book or magazine (top shelf)""
      ],
      ""foreground_floor"": ""Two Ramune bottles containing pink liquid"",
      ""setting_type"": ""Kitchen or studio with vintage aesthetic""
    },
    ""style_and_mood"": {
      ""lighting"": ""Warm, slightly muted"",
      ""aesthetic"": ""Cool, casual, retro"",
      ""theme"": ""Beverage focus""
    }
  }
}","{
“??”: {
“??”: {
“??????”:“????”,
“??”:“?????,????”,
“??”:“???????,???????”,
""appearance_constraints"": ""????????"",
“??”: {
“??”: “??”
“??”:“????”,
“??”:“???????????”
},
“???”: {
“??”:“???????”,
“??”: “??????”
},
""??"": {
“??”: “?????????,?????????”,
“??”: “??????”
“??”: “????”
“??”:?????????
}
},
“??”: {
“??”: “????????”
},
“??”: {
""main_fixture"": ""?????????"",
""fridge_contents"": [
“?????”
“??????”,
“???????”,
“??????????(????)”
],
""??_??"" ""???????????????"",
""setting_type"": ""?????????????""
},
""style_and_mood"": {
“??”:“??,????”,
“??”:“????????”,
??: ????
}
}
}",fashion; food; landscape; retro; vehicle,@lexx_aura,https://x.com/lexx_aura/status/1994446756978020701,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/613.jpeg,,
songguoxs_612,?? ????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"A man with wide, horrified eyes holds a large, ornate picture frame. Inside the frame is a perfect photograph of him holding the same frame with the same horrified expression. Inside that frame is a smaller version, spiraling inward. He is falling forward into the picture, tumbling endlessly into smaller and smaller iterations of his own trapped moment, shrinking into infinity with no bottom to hit.
The Trap: He is caught in Visual Recursion. He has become a ""strange loop"" where he is simultaneously the container and the content, doomed to repeat the same moment at exponentially diminishing scales.","???????????,?????????????????????????,????????????,??????????????????,?????????,??????????????????,??????,????????????????????,????????????,?????
??:??????????????????“?????”,????????,???????????????????",photography,@maxescu,https://x.com/maxescu/status/1994420399497490915,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/612.jpeg,,
songguoxs_611,?????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""scene_description"": ""A vibrant, mixed-media masterpiece featuring a photorealistic version of the person from the reference photo eating at a diner, surrounded by a chaotic swarm of maximalist fast-food monsters."",

  ""subject"": {
    ""type"": ""The person from the reference photo"",
    ""attire"": ""Same clothing style as in the reference, adapted naturally to the diner setting"",
    ""position"": ""Sitting in a red leather diner booth, holding a burger"",
    ""expression"": ""Shocked but amused, looking at a floating doodle pizza"",
    ""consistency_note"": ""Face, hairstyle and proportions must perfectly match the reference photo""
  },

  ""action"": {
    ""primary"": ""Eating lunch"",
    ""effect"": ""Their food is coming to life in 2D form""
  },

  ""illustration_layer"": {
    ""style"": ""Thick-line Pop Art cartoons"",
    ""creatures"": [
      ""Pizza slices surfing on cheese waves"",
      ""Burger beasts with lettuce tongues"",
      ""Angry French fry box"",
      ""Flying ketchup bottles.""
    ],
    ""graphics"": ""Mustard splashes, sesame seeds, heat lines, 'ÑAM' text bursts"",
    ""colors"": ""Ketchup Red, Mustard Yellow, Lettuce Green""
  },

  ""environment"": {
    ""setting"": ""Retro American Diner"",
    ""background_elements"": [""Checkerboard floor"", ""Neon sign in window""]
  },

  ""lighting"": {
    ""style"": ""Warm Diner Glow"",
    ""key_light"": {
      ""type"": ""Window light"",
      ""color"": ""Warm afternoon sun""
    }
  },

  ""style"": {
    ""medium"": ""Mixed Media Photography"",
    ""aesthetic"": ""Retro-pop, savory, chaotic"",
    ""quality"": ""Ultra-detailed textures vs flat cartoons""
  }
}","{
“????”: “???????????????,??????????????????????,?????????????????”

“??”: {
“??”:“???????”,
“??”:“????????????,??????????”,
“??”:“???????????,????????”,
“??”:“?????,?????????”
""consistency_note"": ""???????????????????""
},

“??”: {
“??”: “???”,
“??”:“??????????????”
},

""illustration_layer"": {
“??”:“?????????”,
“??”:[
“???????????”
“???????????”
“??????”
“????????”
],
“??”:“????????????‘ÑAM’????”,
??:????????????
},

“??”: {
“??”: “??????”
""background_elements"": [""?????"", ""???????""]
},

“??”: {
“??”:“???????”,
""key_light"": {
??: ??,
“??”:“???????”
}
},

“??”: {
“??”:“??????”,
“??”:“????,??,??”,
“??”: “????? vs ????”
}
}",animal; cartoon; fashion; food; illustration; landscape; nature; neon; photography; portrait; retro; vehicle,@ecommartinez,https://x.com/ecommartinez/status/1994126063656644727,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/611.jpeg,,
songguoxs_610,???????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"[Prompt]
type = image_generation
style = ultra-realistic

[Setting]
type = studio portrait
background = minimalist studio background
props = a single metal chair

[Subject]
description = A young woman
mood = Confident, elegant, intimate

[Hair]
color = black
style = long, wavy, tousled, tied in a high, messy ponytail

[Appearance.Attire]
dress = elegant black dress with thin straps and a low back
footwear = thigh-high patent leather boots

[PoseAndComposition]
position = Sitting sideways in the metal chair
legs = Legs crossed
hands = Slightly raised
gaze = Looking intimately at the camera
framing = Full-body or three-quarter shot

[Lighting]
description = Professional studio lighting
quality = Soft yet defined, creating subtle shadows that enhance her features and the texture of the dress and boots","[??]
?? = ????
?? = ???

[??]
?? = ????
?? = ?????????
?? = ??????

[??]
?? = ??????
?? = ????????

[??]
?? = ??
??:???,????,??????????

[??.??]
??? = ????????,???,????
?? = ?????

[?????]
?? = ????????
????
??????
?? = ???????
?? = ??????????

[??]
?? = ??????
?? = ?????????,??????????,???????????????????",3d; fashion; minimalist; portrait,@lexx_aura,https://x.com/lexx_aura/status/1994397944209142213,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/610.jpeg,,
songguoxs_609,???????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"""A full-body, high-fashion portrait of a stunning young woman. She is wearing a black satin mini slip dress with a draped cowl neckline and thin spaghetti straps, paired with black strappy stiletto high-heels. She has long, wavy dark hair with full bangs and subtle, elegant makeup. The mood is glamorous and luxurious."",   ""pose"": {     ""description"": ""The subject is sitting sideways on a wide, light-wood stair step. Her left leg is crossed over her right knee, clearly showcasing the stiletto sandals. Her right hand (holding a dark smartphone) is lifted near her face, actively taking a high-angle selfie. She is looking directly at the phone camera."",     ""keywords"": [""sitting pose"", ""crossed legs"", ""selfie pose"", ""elegant posture"", ""hand holding phone""]   },   ""setting"": {     ""environment"": ""Modern, minimalist luxury home interior. The background features a wide, symmetrical staircase made of light-colored wood (e.g., maple or oak) with treads that are individually backlit by warm linear LED lights. Clear glass railings secured by black metal posts frame the subject."",     ""aesthetic"": ""Architectural, contemporary design, clean lines.""   },   ""camera"": {     ""shot_type"": ""Full-Body Portrait Shot"",     ""angle"": ""Slightly low angle (worm's-eye view) to emphasize her height and the structure of the staircase."",     ""lens"": ""85mm prime lens"",     ""depth_of_field"": ""Shallow DoF, with the subject in crisp focus and the background elements (railings, far steps) slightly softened."",     ""composition"": ""The subject is perfectly centered within the frame.""   },   ""lighting"": {     ""key_light"": ""Soft, diffused studio light (softbox) from the front-left, providing flattering, smooth illumination on her face and skin."",     ""accent_light"": ""Dramatic, warm (3000K) linear under-lighting built directly into the wooden stair treads, creating horizontal lines of glow that define the background."",     ""shadows"": ""Medium contrast, well-defined shadows that still preserve detail in the black dress."",     ""exposure"": ""Perfectly exposed, emphasizing the sheen of the satin material.""   },   ""style_and_quality"": {     ""style"": ""Editorial Fashion Photography | Cinematic Realism | Intimate"",     ""details"": [""High-fidelity satin texture"", ""Reflections on glass railings"", ""Manicured red fingernails"", ""Flawless skin texture""],     ""quality"": [""8K resolution"", ""masterpiece"", ""hyper-detailed"", ""photorealistic""]   }","“????????????????????????????,??????????,????????????????????,???,???????????????,?????”, “??”: { “??”: “???????????????????????????,????????????????(??????????)????,??????????????????????”, “???”: [""??"", ""????"", ""????"", ""????"", ""????""] }, “??”: { “??”: “????????????????????……”?????(???????)?????,????????? LED ??????????????????????,??????????"", ""??"": ""????,????,?????"" }, ""??"": ""????"": ""?????"", ""??"": ""?????(??)??????????????"", ""??"": ""85mm ????"", ""??"": ""???,????????,????(???????)?????"", ""??"": ""??????????????"" }, ""??"": { ""??"": ""?????????????(???),????????????????"", ""???"": ""???????(3000K)????,??????????,?????????????"", ""??"": ""?????,?????,??????????????"", ""??"": ""????,???????????"" }, ""style_and_quality"": { ""style"": ""???? | ???? | ??"", ""details"": [""???????"", ""????????"", ""?????????"", ""??????""], ""quality"": [""8K???"", ""??"", ""???"", ""?????""] }",architecture; fashion; interior; landscape; minimalist; photography; portrait,@IqraSaifiii,https://x.com/IqraSaifiii/status/1994521805076451818,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/609.jpeg,,
