ID,Title,Prompt,Use Case,Visual Style,Score,Reason
songguoxs_608,"一群活泼时尚的年轻人","{
  ""prompt"": {
    ""scene"": {
      ""angle"": ""[high-angle]"",
      ""tilt"": ""[slightly off-kilter]"",
      ""group"": ""[lively group of stylish young adults]"",
      ""seating"": ""[seated closely around white dining table]"",
      ""setting"": ""[dimly lit, upscale brasserie]""
    },
    ""mood"": ""[energetic, fashionable, slightly rebellious]"",
    ""subjects"": [
      {
        ""position"": ""left"",
        ""hair"": ""[long, dark hair]"",
        ""eyes"": ""[hidden behind chic black sunglasses]"",
        ""outfit"": ""[black lace-trimmed camisole with hint of floral pattern]"",
        ""expression"": ""[partially obscured by glasses]""
      },
      {
        ""position"": ""second from left"",
        ""hair"": ""[dark, possibly mullet-style hair]"",
        ""facial_hair"": ""[distinct mustache]"",
        ""outfit"": ""[dark suit jacket over white shirt]"",
        ""hands"": ""[clasped near chin]"",
        ""expression"": ""[playful or mischievous]""
      },
      {
        ""position"": ""center"",
        ""reference"": ""[woman resembling Kylie Jenner]"",
        ""hair"": ""[very long, dark, wavy hair]"",
        ""outfit"": {
          ""blazer"": ""[dark blazer]"",
          ""top"": ""[light blue, subtly patterned bralette]""
        },
        ""gaze"": ""[looking right, slightly defiant, expressive]"",
        ""gesture"": ""[left hand raised, middle finger prominently displayed]""
      },
      {
        ""position"": ""second from right"",
        ""reference"": ""[woman resembling Rosalía]"",
        ""hair"": ""[long dark hair in slicked-back style]"",
        ""outfit"": ""[dark, possibly velvet or satin, strapless top]"",
        ""accessory"": ""[small dark object, possibly cigarette or cigarillo between lips]"",
        ""expression"": ""[relaxed, nonchalant]""
      },
      {
        ""position"": ""bottom right"",
        ""hair"": ""[curly brown hair]"",
        ""visible_part"": ""[top of head only, indicating more people at table]""
      }
    ],
    ""table"": {
      ""items"": [
        ""[multiple clear glasses with drinks]"",
        ""[ice cubes in glasses]"",
        ""[citrus slices in glasses]"",
        ""[white bottle with dark label]"",
        ""[small white dishes]""
      ]
    },
    ""background"": {
      ""wall"": ""[dark wood paneling]"",
      ""letters"": ""[ornate gold lettering partially readable as 'ALSACE']"",
      ""mirrors"": ""[dark reflective mirrors]""
    },
    ""lighting"": {
      ""type"": ""[soft, warm, ambient]"",
      ""effect"": ""[illuminates faces and table]"",
      ""contrast"": ""[strong contrast against dark background]""
    },
    ""additional_details"": {
      ""decor"": ""[subtle floral arrangements hinted in distance]""
    },
    ""photography_style"": ""[hyper-realistic, candid, sharp focus on central group]""
  },
  ""styles"": [""photorealistic""],
  ""aspect_ratio"": ""4:3""
}",Social Viral,Editorial,3,"Edgy, detailed candid group shot, but controversial gesture and references limit appeal."
songguoxs_604,"夜间拖影快门曝光","A visual explosion in the middle of a fast-moving street. Frozen faces, sweeping movements, and a palpable ""noir"" atmosphere. Everything is planned, yet the results are always wild and raw.",Editorial,Gritty,3,"Evocative, gritty street scene with noir atmosphere, lacks specific subject detail."
songguoxs_40,"品牌领导骑行","A cinematic 1:1 scene featuring the iconic leader of [Brand Name] riding a futuristic electric motorcycle that reflects the brand’s identity. He wears a high-detail black or brand-colored carbon fiber leather jacket, with the [Brand Name] logo embroidered boldly on the chest and",Product,Cyber,3,"Good concept for a futuristic brand ad, but relies on placeholders."
youmind_v2_1615,"@Lex","Prompt{
  ""subject"": {
    ""type"": ""person"",
    ""pose"": {
      ""head"": ""slightly tilted, facing camera"",
      ""right_arm"": ""raised above head with hand resting on hair"",
      ""left_arm"": ""extended forward holding the camera (selfie)""
    },
    ""facial_features"": {
      ""eyes"": ""light-colored, bright, with well-defined eyeliner and mascara"",
      ""eyebrows"": ""dark, thick, sharply shaped"",
      ""lips"": ""full, glossy pink lipstick"",
      ""skin"": ""smooth, even complexion with warm lighting highlights"",
      ""expression"": ""soft smile / relaxed expression""
    },
    ""hair"": {
      ""color"": ""dark brown/black"",
      ""style"": ""long, voluminous, wavy, draped over shoulders""
    },
    ""tattoos"": [
      {
        ""location"": ""front of neck"",
        ""visibility"": ""partially visible""
      }
    ]
  },
  ""clothing"": {
    ""top"": {
      ""type"": ""sweatshirt"",
      ""color"": ""cream/white"",
      ""design"": ""large bold black letter 'D' on the chest""
    },
    ""outerwear"": {
      ""type"": ""puffer vest"",
      ""color"": ""light brown/tan"",
      ""details"": ""zipper partially open, quilted texture""
    }
  },
  ""environment"": {
    ""setting"": ""inside a car"",
    ""lighting"": ""natural sunlight from front-left side, creating warm highlights"",
    ""seat"": {
      ""color"": ""dark gray/black"",
      ""headrest"": ""light gray fabric""
    },
    ""background"": {
      ""visible_through_windows"": ""trees, greenery, soft daylight""
    }
  },
  ""camera"": {
    ""angle"": ""handheld selfie, slightly above eye level"",
    ""framing"": ""close-up portrait""
  },
  ""overall_style"": {
    ""vibe"": ""casual, warm, natural-light selfie"",
    ""color_palette"": [""tan"", ""cream"", ""black"", ""dark brown"", ""light gray""]
  }
}",UGC / Ads,Minimal,3,"Detailed natural light selfie with clear subject, clothing, and environment."
songguoxs_617,"四幅时尚生活场景组成的连贯拼贴画","{
  ""scene_description"": ""A cohesive 4-panel fashion lifestyle collage featuring the same young woman in a glamorous evening outfit, showcasing cinematic poses under city lights."",
  ""subject"": {
    ""type"": ""Young Woman (Consistent character)"",
    ""age"": ""early 20s"",
    ""features"": {
      ""hair"": ""glamorous waves"",
      ""makeup"": ""evening look with red lip""
    },
    ""attire"": ""black satin slip dress, leather jacket draped over shoulders, strappy heels"",
    ""accessories"": ""sparkly clutch, earrings""
  },
  ""collage_layout"": {
    ""structure"": ""2x2 Grid Layout (4 frames of equal size)"",
    ""panel_1_top_left"": ""Full Body Flash Shot: Standing against a metallic door or shutter, posing with one leg forward, looking fierce (flash photography style)."",
    ""panel_2_top_right"": ""Over-the-Shoulder: Looking back at the camera while walking away towards neon city lights, showcasing the back of the dress/jacket."",
    ""panel_3_bottom_left"": ""Seated Profile: Sitting on a high bar stool or velvet booth, holding a mocktail, laughing candidly towards someone off-camera."",
    ""panel_4_bottom_right"": ""Artistic Portrait: Standing near a neon sign, face illuminated by pink/blue light, looking dreamily upwards.""
  },
  ""environment"": {
    ""setting"": ""City at Night / Rooftop Bar"",
    ""background_elements"": [
      ""Neon signs"",
      ""City bokeh"",
      ""Dark shadows""
    ]
  },
  ""lighting"": {
    ""style"": ""Flash & Neon Mixed"",
    ""key_light"": {
      ""type"": ""Camera Flash / Neon Sign"",
      ""color"": ""Cool White / Vibrant Colors"",
      ""effect"": ""High contrast, edgy vibe""
    }
  },
  ""style"": {
    ""medium"": ""Flash Photography / Film Aesthetic"",
    ""aesthetic"": ""Night Luxe, Party Vibe, Cinematic, Edgy"",
    ""quality"": ""8k resolution, slight grain""
  },
  ""attire_customization"": {
    ""current_clothing"": ""Slip dress and leather jacket"",
    ""customizable_clothing"": ""User can swap for sequin dress or jumpsuit""
  },
  ""brand_product_customization"": {
    ""current_brand_product"": ""Evening Wear"",
    ""customizable_brand"": ""User: Insert Brand Name"",
    ""customizable_product"": ""User: Specific dress or makeup"",
    ""product_placement_area"": ""Dress silhouette""
  },
  ""technical_tags"": ""--v 6 --ar 4:5 --stylize 400 --no daylight, office setting""
}",Fashion,Editorial,3,"Well-structured fashion collage, but common editorial concept."
4171075f-fb3e-4d0a-8904-2ce8a02bc833,"Nano Banana Pro ","A photorealistic indoor portrait of a beautiful young Japanese woman in her mid-20s with fair porcelain skin tone and smooth flawless complexion glowing under dramatic lighting, platinum blonde hair styled in a loose high ponytail with voluminous curls cascading down her back and some strands framing her face, oval face with striking features, large almond-shaped dark brown eyes gazing sideways over her shoulder with a sultry confident expression and subtle pout, thick arched eyebrows, straight narrow nose, full plump lips in natural gloss, high cheekbones and defined jawline, small gold hoop earrings and multiple gold chain bracelets on right wrist with several silver rings on fingers, body type athletic full hourglass with estimated proportions 36-26-40 inches, D-cup thoracic region with rounded natural contour visible under cropped fabric, overall height around 5'9"" for scaling, advanced anatomical details including sagittal thoracic depth of about 7 inches from sternum for moderate forward projection accentuated by the twist, waist depth of 5 inches at navel for defined taper exposing toned midriff, hip depth of 9 inches at widest point for smooth pronounced S-curve transitions in the arched back profile emphasizing feminine fullness and toned glutes and thighs without visible muscle striations, pose specifics standing in a three-quarter back profile facing away from the camera with head turned sharply to the left looking over her left shoulder, torso twisted slightly to the right with left hand on left hip pulling shorts fabric and right hand raised behind head adjusting hair or posing, weight shifted to left leg with right leg straight for enhanced hip pop and subtle arch in lower back, camera angle low and from behind at hip level with medium full-body framing from head to mid-thigh capturing the back contours, ponytail volume, and side face while cropping at the knees, symmetrical elements in arm positioning and jewelry gleam, clothing consisting of a white latex tank top made of shiny glossy material fitted closely ending just below the thoracic region exposing toned midriff and lower back, paired with black latex booty shorts in the same smooth fabric clinging tightly to curves and very short inseam exposing upper thighs, material bold and form-fitting in high contrast black and white highlighting skin fairness, no visible tattoos or markings, background of a cozy dimly lit living room with white paneled walls adorned with black metal starburst wall art on the left, brown leather sofa with teal cushion in lower left, wooden side table with decorative vase and flowers on the right, overhead skylight or recessed lighting casting strong warm golden spotlight from above left creating dramatic highlights on hair, skin, shoulders, and back with deep shadows on the right side and under curves for sculptural depth and a subtle oily sheen on skin as if lightly moisturized, high-resolution 4K quality with razor-sharp focus on body contours, hair curls, fabric texture, jewelry reflections, and facial details for ultimate photorealism and a seductive casual home vibe.",Editorial,Luxury,3,"Detailed and specific, creates a dramatic portrait, but niche appeal."
youmind_extract_1404,"@Navro Media","Prompt{
  ""scene"": {
    ""environment_type"": ""indoor_bedroom"",
    ""lighting"": {
      ""primary_source"": ""direct sunset sunlight"",
      ""quality"": ""golden hour, warm, harsh contrast, long shadows"",
      ""direction"": ""from the right, low angle"",
      ""color_temperature_kelvin"": 3500,
      ""specular_bloom"": ""moderate""
    },
    ""background_elements"": {
      ""bedding"": {
        ""material"": ""cotton, slightly wrinkled"",
        ""color"": ""white"",
        ""visibility"": ""dominant in lower frame and right side""
      },
      ""wall"": {
        ""color"": ""dark charcoal grey"",
        ""texture"": ""matte paint"",
        ""visibility"": ""upper right""
      },
      ""window"": {
        ""frame_material"": ""dark metal"",
        ""glass_visibility"": ""clear"",
        ""view"": ""clear blue sky"",
        ""visibility"": ""upper left""
      }
    }
  },
  ""camera_perspective"": {
    ""shot_type"": ""close-up selfie"",
    ""framing"": ""portrait crop (chest up)"",
    ""viewing_angle"": {
      ""vertical"": ""slightly above eye-level"",
      ""horizontal"": ""straight-on""
    },
    ""optics"": {
      ""focal_length_mm"": 35,
      ""aperture"": ""f/2.8"",
      ""depth_of_field"": {
        ""subject_sharpness"": ""high"",
        ""background_blur_amount"": ""moderate""
      },
      ""sensor_noise_iso"": 400,
      ""grain_texture"": ""natural film grain""
    }
  },
  ""subject"": {
    ""category"": ""human_with_feminine_presentation"",
    ""pose"": {
      ""body_orientation"": ""angled slightly to the left"",
      ""head_position"": {
        ""pitch"": ""+2° downward"",
        ""yaw"": ""+5° to right""
      },
      ""gaze"": {
        ""direction"": ""directly at camera lens"",
        ""eye_opening"": ""slightly narrowed"",
        ""expression"": ""pouty, relaxed""
      },
      ""hands"": {
        ""left_hand"": {
          ""role"": ""supporting head"",
          ""position"": ""cupped under left cheek"",
          ""fingers"": ""relaxed, partially visible""
        }
      }
    },
    ""facial_details"": {
      ""skin"": {
        ""tone"": ""medium with sun-kissed golden undertone"",
        ""texture"": ""smooth, natural glow"",
        ""specular_highlights"": {
          ""locations"": [""forehead"", ""nose bridge"", ""left cheek""],
          ""intensity"": ""high due to direct sunlight""
        },
        ""imperfections"": ""minor natural texture""
      },
      ""eyes"": {
        ""shape"": ""almond"",
        ""iris_color"": ""striking blue-green"",
        ""lashes"": ""dark, defined""
      },
      ""eyebrows"": {
        ""shape"": ""full, dark brown, defined arch""
      },
      ""lips"": {
        ""shape"": ""full, well-defined"",
        ""color"": ""rosy pink"",
        ""texture"": ""natural, matte""
      }
    },
    ""hair"": {
      ""color"": ""dark brown"",
      ""length"": ""long"",
      ""style"": ""messy, tousled"",
      ""strand_properties"": {
        ""shine_level"": ""high where sunlit"",
        ""frizz_amount"": ""moderate"",
        ""flyaways"": ""prominent across face and forehead""
      }
    },
    ""wardrobe"": {
      ""top"": {
        ""type"": ""s",UGC / Ads,Natural,3,"Atmospheric golden hour selfie; intimate and detailed but not universally viral."
songguoxs_597,"宝丽来照片讲述故事","Create an image about ""[FILM_OR_NOVEL]"" retold through a series of Polaroid photos pinned to a cork board. Each photo captures a key moment, with simple captions below. Arrange the photos in a loosely chronological path across the board, using colored strings to connect events and characters. Light the scene warmly to evoke nostalgia. Include incidental details, coffee cup rings, paper clips, handwritten notes, for authenticity.",Editorial,Mixed,3,"Highly creative conceptual prompt for nostalgic storytelling through a unique medium."
4b38c241-1328-4110-9502-6830f9d3ed89,"Gemini Banana Prompt","A captivating, glamorous photograph of a stunning supermodel with dark hair, round glasses, and red lipstick. She poses confidently whith a languid expression, radiating charm and elegance. She is dressed in a vibrant, form-fitting crimson silk dress that catches the light, wide hips and toned legs. The photograph is inspired by a legendary shot, masterfully captured on a medium-format camera with an 85mm lens. Soft, diffused lighting creates a cool color palette, and subtle grain adds depth. The blurred background and high resolution give this cinematic, fashionable portrait a truly remarkable look. Russian woman",Fashion,Luxury,3,"Strong fashion portrait, but 'legendary shot' inspiration is subjective for output."
songguoxs_609,"年轻女性的时尚自拍肖像","""A full-body, high-fashion portrait of a stunning young woman. She is wearing a black satin mini slip dress with a draped cowl neckline and thin spaghetti straps, paired with black strappy stiletto high-heels. She has long, wavy dark hair with full bangs and subtle, elegant makeup. The mood is glamorous and luxurious."",   ""pose"": {     ""description"": ""The subject is sitting sideways on a wide, light-wood stair step. Her left leg is crossed over her right knee, clearly showcasing the stiletto sandals. Her right hand (holding a dark smartphone) is lifted near her face, actively taking a high-angle selfie. She is looking directly at the phone camera."",     ""keywords"": [""sitting pose"", ""crossed legs"", ""selfie pose"", ""elegant posture"", ""hand holding phone""]   },   ""setting"": {     ""environment"": ""Modern, minimalist luxury home interior. The background features a wide, symmetrical staircase made of light-colored wood (e.g., maple or oak) with treads that are individually backlit by warm linear LED lights. Clear glass railings secured by black metal posts frame the subject."",     ""aesthetic"": ""Architectural, contemporary design, clean lines.""   },   ""camera"": {     ""shot_type"": ""Full-Body Portrait Shot"",     ""angle"": ""Slightly low angle (worm's-eye view) to emphasize her height and the structure of the staircase."",     ""lens"": ""85mm prime lens"",     ""depth_of_field"": ""Shallow DoF, with the subject in crisp focus and the background elements (railings, far steps) slightly softened."",     ""composition"": ""The subject is perfectly centered within the frame.""   },   ""lighting"": {     ""key_light"": ""Soft, diffused studio light (softbox) from the front-left, providing flattering, smooth illumination on her face and skin."",     ""accent_light"": ""Dramatic, warm (3000K) linear under-lighting built directly into the wooden stair treads, creating horizontal lines of glow that define the background."",     ""shadows"": ""Medium contrast, well-defined shadows that still preserve detail in the black dress."",     ""exposure"": ""Perfectly exposed, emphasizing the sheen of the satin material.""   },   ""style_and_quality"": {     ""style"": ""Editorial Fashion Photography | Cinematic Realism | Intimate"",     ""details"": [""High-fidelity satin texture"", ""Reflections on glass railings"", ""Manicured red fingernails"", ""Flawless skin texture""],     ""quality"": [""8K resolution"", ""masterpiece"", ""hyper-detailed"", ""photorealistic""]   }",Fashion,Luxury,3,"Elegant fashion editorial, luxurious setting, balanced lighting and pose."
songguoxs_396,"创建3D推特个人资料卡片","Step 1: Take a screenshot of your Twitter profile.
Step 2: Open ChatGPT
Step 3: Paste your screenshot and this prompt below

Create a hyper-realistic 3D render of a transparent twitter profile card, designed like a futuristic glass ID badge held gently between two fingers. The card should be rectangular with rounded corners, made of clear glossy glass or acrylic, with glowing neon edges in pink, purple, and orange gradient inspired by the twitter color palette. Display the following profile information on the card using modern, minimal sans-serif typography.",Social Viral,Cyber,3,"Unique cyber-aesthetic Twitter card render; creative, but details are placeholders."
youmind_extract_157,"@MurtArt","Prompt{
  ""image_prompt_data"": {
    ""full_prompt"": ""A hyper-realistic low-light night shot of a stunning young woman with dark wavy hair and warm brown eyes, sitting cross-legged on a wooden floor leaning against a plain wall. The room is bathed in a dim, moody atmosphere with faint blue moonlight filtering through a window and a very soft warm orange glow from an unseen lamp hitting her side. Shot on Sony A7R V with a 35mm f/1.4 lens for extreme low-light performance. Ultra-detailed skin with realistic slight digital noise/grain, visible pores, messy hair, deep shadows. Cinematic atmosphere, 8k resolution, photorealistic, intimate and quiet mood. --ar 9:16 --style raw --v 6.1 --stylize 300"",
    ""breakdown"": {
      ""subject"": {
        ""description"": ""Stunning young woman"",
        ""features"": [
          ""Dark wavy hair"",
          ""Warm brown eyes"",
          ""Detailed skin texture"",
          ""Deep shadows on face""
        ],
        ""clothing"": [
          ""Casual white tank top"",
          ""Comfortable lounge pants""
        ],
        ""pose"": ""Sitting cross-legged on the floor, leaning back against the wall""
      },
      ""composition"": {
        ""perspective"": ""Eye-level cinematic framing"",
        ""environment"": ""Darkened room, night time setting""
      },
      ""lighting"": {
        ""type"": ""Low-key, dual-tone lighting"",
        ""effect"": ""Faint blue moonlight mixed with a soft warm side-glow, high contrast between light and shadow""
      },
      ""technical_specs"": {
        ""camera"": ""Sony A7R V"",
        ""lens"": ""35mm f/1.4 (low light prime)"",
        ""iso_effect"": ""Authentic slight grain/noise for night photography"",
        ""resolution"": ""8k"",
        ""quality"": ""Hyper-realistic""
      },
      ""style_and_mood"": {
        ""style"": ""Realism / Cinematic Low-light"",
        ""mood"": ""Intimate, mysterious, peaceful, nocturnal"",
        ""keywords"": [""Soft shadows"", ""Night aesthetic"", ""Photorealistic""]
      }
    },
    ""midjourney_parameters"": {
      ""aspect_ratio"": ""9:16"",
      ""style"": ""raw"",
      ""version"": ""6.1"",
      ""stylize"": 300
    }
  }
}",Editorial,Gritty,3,"Hyper-realistic low-light cinematic shot with moody dual-tone lighting."
songguoxs_605,"海滩写真拍摄","{
 ""prompt_title"": ""Beachside Crochet Fashion Portrait at Sunset"",
  ""model_type"": ""Hyper-Realistic Photo"",
  ""style"": [
    ""Ultra-detailed photo-realism"",
    ""Golden hour beach photography"",
    ""Soft, natural light"",
    ""Vibrant yet natural color palette""
  ],
  ""subject"": {
    ""description"": ""A slender and elegant Asian woman, mid-20s, with a gentle, contemplative expression, gazing towards the right of the frame."",
    ""hair"": ""Dark brown hair styled in a high, messy bun, with soft wisps framing the face."",
    ""makeup"": ""Minimalist, natural 'no-makeup' makeup look, featuring soft pink lips and a light blush, enhancing natural features."",
    ""expression"": ""Serene, distant gaze, creating a sense of introspection or admiration of the view."",
    ""attire"": {
      ""outerwear"": ""White, open-knit crochet cardigan with long, slightly flared sleeves, adorned with scattered small, pastel-colored floral appliques (yellow, blue, pink)."",
      ""swimwear"": ""White string bikini top and matching bottom, peeking out from beneath the cardigan."",
      ""accessories"": ""Delicate, multi-strand beaded necklaces in pastel colors (pink, white, yellow), some extending as a body chain around her waist. Pink-tinted sunglasses perched on top of her bun. Small, understated stud earrings.""
    }
  },
  ""setting"": {
    ""location"": ""A tranquil, sandy beach at golden hour."",
    ""background_elements"": [
      ""Calm ocean water with subtle waves meeting the shore in the mid-ground."",
      ""A light, sandy beach foreground with gentle ripples and scattered small shells."",
      ""A few distant boats visible on the horizon, adding depth and realism."",
      ""A soft, clear sky with warm, diffused light of late afternoon.""
    ]
  },
  ""pose"": {
    ""type"": ""Standing portrait, waist-up shot."",
    ""stance"": ""Body slightly angled to the left, head turned to look towards the right. Right hand gently rests on her hip."",
    ""gaze"": ""Looking off into the distance to the right, not directly at the camera.""
  },
  ""camera_and_technical"": {
    ""camera"": ""Fujifilm GFX 100S or Sony A7R IV"",
    ""lens"": ""50mm f/1.2 or 85mm f/1.4 (Fast Prime Lens for shallow depth of field)"",
    ""shot_type"": ""Medium shot / Upper body portrait."",
    ""composition"": ""Rule of Thirds, with the subject positioned slightly to the left, allowing space for her gaze to lead the eye."",
    ""depth_of_field"": ""Shallow (soft bokeh on the ocean and distant background)."",
    ""aperture"": ""f/2.0"",
    ""shutter_speed"": ""1/250s"",
    ""iso"": ""ISO 160"",
    ""resolution"": ""8K, emphasizing intricate details of crochet knit and sand texture.""
  },
  ""lighting"": {
    ""overall_mood"": ""Soft, warm, luminous, and natural."",
    ""key_light"": {
      ""source"": ""Natural sunlight, low in the sky (golden hour)."",
      ""position"": ""Coming from slightly behind and to the left of the subject, creating a subtle rim light effect and soft, elongated shadows."",
      ""color_temp"": ""Warm (4500K - 5500K), characteristic of late afternoon sun.""
    },
    ""fill_light"": {
      ""source"": ""Natural ambient light reflecting off the sand and ocean."",
      ""position"": ""Filling in shadows on the front of the subject, ensuring soft transitions."",
      ""intensity"": ""Moderate, to maintain natural contrast.""
    },
    ""rim_light"": {
      ""source"": ""Direct sunlight."",
      ""position"": ""Highlights the edges of her hair, shoulders, and arms, creating a glow that separates her from the background.""
    },
    ""shadows"": ""Soft, long, and diffused, typical of golden hour, contributing to a dreamy atmosphere.""
  }
}",Fashion,Editorial,3,"Beautiful golden hour fashion, soft lighting, classic appeal."
63b48ecb-7d29-4e06-be62-b0203166f86e,"Nano Banana ","Wide Shot, elegant woman sitting on a black marble bench in a monumental palace interior, wearing a polished copper-toned one-piece swimsuit, black marble walls with organic gold veins, wide marble staircase in background background, Low Angle, Dominant, natural daylight pouring from overhead sunroof acting as a focused spotlight, soft architectural shadows, voluminous natural hair, minimal makeup, hyper-realistic cinematic luxury, fashion editorial style, vertical format, --ar 9:16 --v 6.0",Fashion,Luxury,3,"Strong luxury fashion editorial, clear aesthetic but standard concept."
songguoxs_596,"3X3女子肖像照拼贴画","Create a full Instagram-style 3×3 grid feed composed of nine different portrait images, all featuring the person and the dog from the attached image. ensure that the middle photo is the same photo as the attached image, Ensure the person’s identity, facial structure, and style remain consistent across all nine posts. Each of the 9 images should present a unique concept, outfit, pose, and environment that fits a stylish, modern Instagram aesthetic.
 Include a mix of:
 – Lifestyle shots
 – Cinematic portraits 
– Fashion/streetwear scenes
 – Close-up beauty shots
 – Travel or outdoor vibes 
– Cozy indoor moments 
– Minimalist studio portraits 

Make every image hyperrealistic and shot as if with a professional camera: 
– Natural skin texture
 – Accurate lighting
 – Sharp details 
– Professional depth of field
 – High-quality color grading 
– Authentic expressions and posing Ensure all 9 images feel coherent as a feed: 
– Consistent character likeness 
– Similar visual tone and color palette 
– Aesthetic balance across the grid 
– Cinematic and modern photography style

 Final deliverable: a 3×3 Instagram grid layout of nine separate 3:4 ratio hyperrealistic portraits of the person from the attached photo.",UGC / Ads,Mixed,3,"Comprehensive social media content strategy, diverse shots, practical application."
songguoxs_589,"卡哇伊波普艺术","中低角度拍摄，一位可爱的年轻东亚女性，皮肤白里透红、滑嫩紧致。她扎着双马尾，戴着过多的彩色发夹，穿着色彩爆炸的原宿Decora风格服装，在东京繁忙的街头俏皮地比着“耶”的手势。照片风格被过量的卡哇伊波普艺术淹没：无数的塑料玩具、彩虹、独角兽、糖果、笑脸和巨大的蝴蝶结插画填满背景并延伸到前景，部分卡通元素像贴纸一样覆盖在她的衣服和配件上。光线是明亮的日光，充满活力的柔和色彩。",Social Viral,Mixed,3,"Unique Harajuku Decora style with vibrant pop art, niche appeal."
